instant;dteday;season;yr;mnth;holiday;weekday;workingday;weathersit;temp;atemp;hum;windspeed;leaflets;price reduction;casual;registered;cnt
299;26.10.2011;4.0;0;10;0;3;1;2;19.3667;0.472846;108.06255;0.148642;605;0;404;3490;3894
300;27.10.2011;4.0;0;10;0;4;1;2;18.8;0.457046;121.93755;0.197763;518;0;240;2419;2659
301;28.10.2011;4.0;0;10;0;5;1;2;13.2333;0.318812;87.87495;0.229479;599;0;456;3291;3747
302;29.10.2011;4.0;0;10;0;6;0;3;10.1667;0.227913;132.375;0.351371;936;0;57;570;627
303;30.10.2011;4.0;0;10;0;0;0;1;12.7667;0.321329;93.5625;0.176617;787;0;885;2446;3331
304;31.10.2011;4.0;0;10;0;1;1;1;13.6;0.356063;105.49995;0.10635;720;0;362;3307;3669
305;01.11.2011;4.0;0;11;0;2;1;1;16.0333;0.397088;102.5625;0.135571;675;0;410;3658;4068
306;02.11.2011;4.0;0;11;0;3;1;1;15.1;0.390133;107.8125;0.0820916999999999;810;1;370;3816;4186
307;03.11.2011;4.0;0;11;0;4;1;1;16.3333;0.405921;;0.136817;1021;0;318;3656;3974
308;04.11.2011;4.0;0;11;0;5;1;2;16.1333;0.403392;93.375;0.271779;769;0;470;3576;4046
309;05.11.2011;4.0;0;11;0;6;0;1;13.0667;0.323854;77.87505;0.1890619999999999;563;0;1156;2770;3926
311;07.11.2011;4.0;0;11;0;-1;1;1;15.8;0.400871;113.8125;0.057225;606;0;373;3662;4035
312;08.11.2011;4.0;0;11;0;-1;1;1;16.3333;0.412246;108.25005;0.0690375;686;0;376;3829;4205
313;09.11.2011;4.0;0;11;0;-1;1;1;16.0;0.4090789999999999;113.74995;0.0621958;864;0;305;3804;4109
314;10.11.2011;4.0;0;11;0;-1;1;2;15.2;0.373721;121.99995;0.189067;684;1;190;2743;2933
315;11.11.2011;4.0;0;11;1;-1;0;1;12.9667;0.306817;66.9375;0.314675;617;0;440;2928;3368
316;12.11.2011;4.0;0;11;0;-1;0;1;14.2667;0.357942;82.93755;0.212062;598;0;1275;2792;4067
317;13.11.2011;4.0;0;11;0;-1;0;1;17.6333;0.43055;68.74995;0.281721;829;0;1004;2713;3717
318;14.11.2011;4.0;0;11;0;-1;1;1;21.2;0.524612;88.06245;0.306596;608;0;595;3891;4486
319;15.11.2011;4.0;0;11;0;2;1;2;21.2;0.507579;103.3125;0.199633;852;0;449;3746;4195
321;17.11.2011;4.0;0;11;0;4;1;2;13.6667;0.323221;86.37495;0.3053619999999999;532;0;139;2914;3053
322;18.11.2011;4.0;0;11;0;5;1;1;10.9667;0.272721;61.5;0.168533;673;0;245;3147;3392
323;19.11.2011;;0;11;0;6;0;1;13.1667;0.3244829999999999;75.31245;0.224496;1003;0;943;2720;3663
324;20.11.2011;4.0;0;11;0;0;0;2;18.5333;0.457058;102.68745;0.18595;1032;1;787;2733;3520
325;21.11.2011;4.0;0;11;0;1;1;3;17.9;0.445062;136.5;0.138054;865;0;220;2545;2765
326;22.11.2011;4.0;0;11;0;2;1;3;16.6667;0.421696;144.375;0.118792;525;0;69;1538;1607
327;23.11.2011;4.0;0;11;0;3;1;2;17.6333;0.430537;113.68755;0.335825;587;0;112;2454;2566
328;24.11.2011;4.0;0;11;1;4;0;1;14.9333;0.372471;82.37505;0.167304;785;0;560;935;1495
329;25.11.2011;;0;11;0;5;1;1;15.0;0.380671;96.5625;0.0988958;931;0;1095;1697;2792
330;26.11.2011;4.0;0;11;0;6;0;1;15.0333;0.385087;102.25005;0.0684208;602;0;1249;1819;3068
331;27.11.2011;4.0;0;11;0;0;0;1;18.3667;0.4558;104.74995;0.208954;646;0;810;2261;3071
332;28.11.2011;4.0;0;11;0;1;1;1;20.1391;0.490122;111.45645;0.142122;637;0;253;3614;3867
333;29.11.2011;4.0;0;11;0;2;1;2;18.3333;0.451375;124.62495;0.258092;767;0;96;2818;2914
334;30.11.2011;4.0;0;11;0;3;1;1;13.0;0.311221;91.99995;0.271158;832;1;188;3425;3613
336;02.12.2011;;0;12;0;5;1;1;12.5667;0.331433;93.87495;0.100754;492;0;268;3672;3940
337;03.12.2011;4.0;0;12;0;6;0;1;11.9667;0.310604;91.93755;0.0957833;473;0;706;2908;3614
338;04.12.2011;4.0;0;12;0;0;0;1;13.2333;0.3491;116.37495;0.0839583;998;1;634;2851;3485
339;05.12.2011;;0;12;0;1;1;2;15.4333;0.393925;124.06245;0.0622083;628;0;233;3578;3811
340;06.12.2011;4.0;0;12;0;2;1;3;18.5;0.4564;142.43745;0.2325829999999999;459;0;126;2468;2594
341;07.12.2011;4.0;0;12;0;3;1;3;16.4;0.400246;;0.266175;586;1;50;655;705
342;08.12.2011;4.0;0;12;0;4;1;1;10.6333;0.256938;87.0;0.240058;573;0;150;3172;3322
343;09.12.2011;4.0;0;12;0;5;1;1;11.6333;0.317542;104.37495;0.0827166999999999;875;0;261;3359;3620
344;10.12.2011;4.0;0;12;0;6;0;1;11.0;0.266412;76.125;0.233221;657;0;502;2688;3190
345;11.12.2011;4.0;0;12;0;-1;0;1;8.8333;0.253154;;0.0665417;695;0;377;2366;2743
348;14.12.2011;;0;12;0;-1;1;2;12.7;0.338362;99.5625;0.0609583;781;1;178;3562;3740
351;17.12.2011;4.0;0;12;0;-1;0;2;10.3333;0.249371;84.12495;0.243167;660;0;275;2464;2739
353;19.12.2011;4.0;0;12;0;1;1;1;11.0667;0.280933;95.625;0.172896;703;0;260;3143;3403
354;20.12.2011;4.0;0;12;0;2;1;2;15.4333;0.396454;89.31255;0.0615708;867;1;216;3534;3750
355;21.12.2011;1.0;0;12;0;3;1;2;17.1333;0.428017;128.74995;0.2214;942;0;107;2553;2660
356;22.12.2011;1.0;0;12;0;4;1;2;16.9333;0.426121;113.625;0.047275;472;0;227;2841;3068
357;23.12.2011;1.0;0;12;0;5;1;1;14.9333;0.377513;102.9375;0.274246;762;0;163;2046;2209
358;24.12.2011;1.0;0;12;0;6;0;1;12.1;0.299242;81.375;0.190304;803;0;155;856;1011
359;25.12.2011;1.0;0;12;0;0;0;1;10.9913;0.279961;102.1956;0.155091;989;0;303;451;754
360;26.12.2011;1.0;0;12;1;1;0;1;12.8696;0.315535;76.04355;0.239465;465;0;430;887;1317
361;27.12.2011;1.0;0;12;0;2;1;2;13.0;0.327633;114.375;0.18845;517;0;103;1059;1162
362;28.12.2011;1.0;0;12;0;3;1;1;11.9652;0.279974;75.58695;0.293961;840;0;255;2047;2302
363;29.12.2011;1.0;0;12;0;4;1;1;9.9333;0.263892;86.12505;0.1194119999999999;728;0;254;2169;2423
364;30.12.2011;1.0;0;12;0;5;1;1;12.4667;0.318812;95.50005;0.1343369999999999;918;0;491;2508;2999
367;02.01.2012;1.0;1;1;1;1;0;1;10.9217;0.252304;57.1956;0.329665;989;0;244;1707;1951
368;03.01.2012;1.0;1;1;0;2;1;1;6.0;0.126275;66.1875;0.365671;549;0;89;2147;2236
369;04.01.2012;1.0;1;1;0;3;1;2;4.3;0.1193369999999999;62.18745;0.1847;726;0;95;2273;2368
370;05.01.2012;;1;1;0;4;1;1;10.6333;0.278412;78.62505;0.129987;983;0;140;3132;3272
371;06.01.2012;1.0;1;1;0;5;1;1;13.3667;0.340267;81.31245;0.167908;559;0;307;3791;4098
372;07.01.2012;;1;1;0;6;0;1;15.7333;0.390779;79.75005;0.174758;827;0;1070;3451;4521
373;08.01.2012;1.0;1;1;0;0;0;1;13.5;0.340258;69.75;0.191542;969;0;599;2826;3425
374;09.01.2012;1.0;1;1;0;1;1;2;8.9667;0.247479;105.25005;0.0989;644;0;106;2270;2376
375;10.01.2012;1.0;1;1;0;2;1;1;12.3478;0.318826;96.9783;0.187552;598;0;173;3425;3598
376;11.01.2012;1.0;1;1;0;3;1;2;10.9667;0.282821;127.125;0.131221;715;0;92;2085;2177
377;12.01.2012;1.0;1;1;0;4;1;2;15.3;0.381938;120.43755;0.180967;520;0;269;3828;4097
378;13.01.2012;1.0;1;1;0;5;1;1;10.9667;0.249362;76.125;0.378108;911;0;174;3040;3214
379;14.01.2012;;1;1;0;6;0;1;7.2;0.183087;68.625;0.187183;944;0;333;2160;2493
380;15.01.2012;1.0;1;1;0;0;0;1;6.6667;0.161625;62.87505;0.251258;871;1;284;2027;2311
381;16.01.2012;1.0;1;1;1;1;0;1;7.6;0.190663;78.375;0.2313579999999999;709;0;217;2081;2298
382;17.01.2012;1.0;1;1;0;2;1;2;14.9217;0.364278;107.41305;0.34913;786;0;127;2808;2935
383;18.01.2012;1.0;1;1;0;3;1;1;12.1333;0.275254;66.49995;0.415429;553;0;109;3267;3376
384;19.01.2012;1.0;1;1;0;-1;1;1;7.6;0.190038;74.625;0.220158;637;0;130;3162;3292
385;20.01.2012;1.0;1;1;0;5;1;2;8.7;0.220958;67.5;0.20275;584;0;115;3048;3163
386;21.01.2012;1.0;1;1;0;6;0;2;6.9333;0.174875;124.6875;0.222642;798;0;67;1234;1301
389;24.01.2012;1.0;1;1;0;2;1;1;13.7;0.349108;;0.123767;866;0;439;3900;4339
390;25.01.2012;1.0;1;1;0;3;1;1;11.7667;0.294821;96.5625;0.161071;465;0;467;3803;4270
391;26.01.2012;1.0;1;1;0;4;1;2;13.6667;0.35605;115.43745;0.0733958;784;1;244;3831;4075
392;27.01.2012;;1;1;0;5;1;2;17.0;0.415383;111.1875;0.342667;977;0;269;3187;3456
393;28.01.2012;1.0;1;1;0;6;0;1;12.6333;0.326379;81.49995;0.210829;479;0;775;3248;4023
394;29.01.2012;1.0;1;1;0;0;0;1;11.3;0.272721;46.6875;0.24005;836;0;558;2685;3243
395;30.01.2012;1.0;1;1;0;1;1;1;10.7667;0.262625;60.12495;0.215792;470;0;126;3498;3624
396;31.01.2012;1.0;1;1;0;2;1;1;15.6;0.381317;62.50005;0.261817;963;0;324;4185;4509
397;01.02.2012;1.0;1;2;0;3;1;1;18.7667;0.466538;76.18755;0.189067;787;0;304;4275;4579
398;02.02.2012;1.0;1;2;0;4;1;2;15.9667;0.398971;;0.187187;547;0;190;3571;3761
399;03.02.2012;;1;2;0;5;1;1;12.5333;0.309346;79.00005;0.178496;860;0;310;3841;4151
400;04.02.2012;1.0;1;2;0;6;0;2;10.5667;0.272725;116.93745;0.121896;953;1;384;2448;2832
401;05.02.2012;1.0;1;2;0;0;0;2;10.6333;0.264521;103.18755;0.175996;769;0;318;2629;2947
402;06.02.2012;1.0;1;2;0;1;1;1;11.3044;0.296426;93.3261;0.1538;750;0;206;3578;3784
403;07.02.2012;1.0;1;2;0;2;1;1;14.1667;0.361104;74.4375;0.147379;821;0;199;4176;4375
404;08.02.2012;1.0;1;2;0;3;1;2;10.2667;0.266421;108.43755;0.133721;510;0;109;2693;2802
405;09.02.2012;1.0;1;2;0;4;1;1;10.6;0.261988;84.31245;0.194037;1010;0;163;3667;3830
406;10.02.2012;1.0;1;2;0;5;1;2;11.2333;0.293558;81.0;0.1169289999999999;764;0;227;3604;3831
408;12.02.2012;1.0;1;2;0;0;0;1;5.1;0.101658;69.68745;0.4092119999999999;644;0;73;1456;1529
410;14.02.2012;1.0;1;2;0;2;1;2;12.7667;0.333946;76.3125;0.141179;921;1;135;3787;3922
411;15.02.2012;1.0;1;2;0;3;1;1;13.9333;0.3516289999999999;79.6875;0.1816;998;1;141;4028;4169
412;16.02.2012;1.0;1;2;0;4;1;2;12.6667;0.330162;112.93755;0.091425;632;0;74;2931;3005
413;17.02.2012;1.0;1;2;0;5;1;1;13.7333;0.3516289999999999;;0.205846;877;1;349;3805;4154
414;18.02.2012;1.0;1;2;0;6;0;1;13.8667;0.355425;80.18745;0.190929;900;0;1435;2883;4318
415;19.02.2012;1.0;1;2;0;0;0;2;11.2;0.265788;77.37495;0.253112;838;0;618;2071;2689
417;21.02.2012;1.0;1;2;0;2;1;1;11.513;0.295113;89.1522;0.205717;587;0;163;3614;3777
418;22.02.2012;1.0;1;2;0;3;1;1;15.8333;0.392667;85.18755;0.234471;655;0;394;4379;4773
419;23.02.2012;1.0;1;2;0;4;1;1;18.1667;0.444446;83.18745;0.190913;509;0;516;4546;5062
420;24.02.2012;1.0;1;2;0;5;1;2;16.3;0.410971;110.625;0.237567;944;0;246;3241;3487
421;25.02.2012;1.0;1;2;0;6;0;1;11.6333;0.255675;59.37495;0.421642;669;0;317;2415;2732
423;27.02.2012;1.0;1;2;0;1;1;1;14.6667;0.357954;73.62495;0.2680329999999999;490;0;253;4069;4322
424;28.02.2012;1.0;1;2;0;2;1;1;14.3667;0.353525;59.37495;0.193417;595;0;229;4134;4363
425;29.02.2012;1.0;1;2;0;3;1;2;13.7739;0.34847;120.71745;0.179117;629;0;65;1769;1834
427;02.03.2012;1.0;1;3;0;5;1;2;14.1333;0.359842;98.56245;0.144904;867;0;246;2948;3194
428;03.03.2012;1.0;1;3;0;6;0;2;16.5667;0.413492;93.1875;0.161079;642;0;956;3110;4066
429;04.03.2012;1.0;1;3;0;0;0;1;13.0333;0.303021;60.49995;0.334571;569;0;710;2713;3423
430;05.03.2012;1.0;1;3;0;1;1;1;9.7333;0.241171;75.9375;0.228858;1019;0;203;3130;3333
432;07.03.2012;;1;3;0;3;1;1;16.1667;0.3851;76.99995;0.345779;490;0;432;4484;4916
433;08.03.2012;1.0;1;3;0;4;1;1;21.1;0.524604;85.125;0.441563;870;0;486;4896;5382
434;09.03.2012;1.0;1;3;0;5;1;2;16.4333;0.397083;61.06245;0.4148;576;0;447;4122;4569
435;10.03.2012;1.0;1;3;0;6;0;1;11.5;0.277767;52.56255;0.22575;994;1;968;3150;4118
437;12.03.2012;1.0;1;3;0;1;1;1;18.6667;0.459592;73.37505;0.207713;497;0;838;4460;5298
438;13.03.2012;1.0;1;3;0;2;1;1;22.6;0.542929;92.625;0.23695;889;0;762;5085;5847
439;14.03.2012;1.0;1;3;0;3;1;1;22.9;0.548617;76.06245;0.1150619999999999;887;0;997;5315;6312
440;15.03.2012;;1;3;0;4;1;1;22.3;0.532825;86.93745;0.149883;624;0;1005;5187;6192
441;16.03.2012;1.0;1;3;0;5;1;2;17.4333;0.436229;126.31245;0.113192;585;0;548;3830;4378
442;17.03.2012;1.0;1;3;0;-1;0;2;20.5667;0.505046;113.37495;0.110704;773;1;3155;4681;7836
443;18.03.2012;1.0;1;3;0;0;0;2;18.9;0.4639999999999999;121.5;0.126883;1016;1;2207;3685;5892
444;19.03.2012;1.0;1;3;0;1;1;1;21.8;0.532821;109.3125;0.162317;773;0;982;5171;6153
445;20.03.2012;1.0;1;3;0;2;1;1;22.4333;0.538533;121.18755;0.121271;605;1;1051;5042;6093
447;22.03.2012;2.0;1;3;0;4;1;1;22.1667;0.531567;124.6875;0.1175619999999999;750;0;1334;5537;6871
448;23.03.2012;2.0;1;3;0;5;1;2;24.0667;0.570067;104.12505;0.1163;535;1;26150;5893;32043
449;24.03.2012;2.0;1;3;0;6;0;2;20.1;0.4867329999999999;132.81255;0.1927829999999999;618;0;1033;2339;3372
451;26.03.2012;2.0;1;3;0;1;1;1;17.8333;0.43875;71.68755;0.386821;747;0;795;4763;5558
454;29.03.2012;;1;3;0;4;1;1;19.7667;0.482304;65.87505;0.31965;956;0;834;5299;6133
455;30.03.2012;2.0;1;3;0;5;1;2;14.8;0.375621;87.12495;0.138067;1016;0;796;4663;5459
456;31.03.2012;2.0;1;3;0;6;0;2;16.9667;0.4217079999999999;110.74995;0.250617;538;0;2301;3934;6235
457;01.04.2012;2.0;1;4;0;0;0;2;17.0333;0.4172869999999999;101.4375;0.172267;664;0;2347;3694;6041
460;04.04.2012;2.0;1;4;0;3;1;1;21.6667;0.53345;70.43745;0.180975;1010;1;1058;5378;6436
461;05.04.2012;;1;4;0;4;1;1;17.4;0.431163;56.12505;0.219529;518;1;1192;5265;6457
462;06.04.2012;2.0;1;4;0;5;1;1;16.1333;0.390767;;0.300388;603;0;1807;4653;6460
463;07.04.2012;2.0;1;4;0;6;0;1;17.5;0.426129;38.12505;0.274871;875;0;3252;3605;6857
464;08.04.2012;;1;4;0;0;0;1;20.0;0.492425;41.37495;0.232596;557;1;2230;2939;5169
465;09.04.2012;2.0;1;4;0;1;1;1;19.5667;0.476638;47.625;0.358196;585;1;905;4680;5585
467;11.04.2012;2.0;1;4;0;3;1;1;13.9478;0.3372739999999999;70.43475;0.295274;767;0;482;4380;4862
468;12.04.2012;2.0;1;4;0;4;1;1;15.9;0.387604;69.9375;0.290429;765;0;663;4746;5409
469;13.04.2012;2.0;1;4;0;5;1;1;17.7;0.4318079999999999;61.24995;0.155471;965;0;1252;5146;6398
470;14.04.2012;2.0;1;4;0;6;0;1;19.8;0.487996;75.43755;0.190917;748;1;2795;4665;7460
471;15.04.2012;2.0;1;4;0;0;0;1;24.2667;0.573875;76.18755;0.225129;554;0;2846;4286;7132
472;16.04.2012;2.0;1;4;1;1;0;1;26.5667;0.614925;84.25005;0.284829;740;0;1198;5172;6370
473;17.04.2012;2.0;1;4;0;2;1;1;24.3333;0.598487;58.56255;0.273629;633;0;989;5702;6691
475;19.04.2012;2.0;1;4;0;4;1;1;19.9333;0.493046;91.875;0.0659292;584;0;846;5719;6565
476;20.04.2012;2.0;1;4;0;5;1;1;21.0667;0.515775;104.18745;0.149871;507;0;1340;5950;7290
477;21.04.2012;2.0;1;4;0;6;0;1;22.8;0.542921;102.43755;0.283587;524;0;2541;4083;6624
478;22.04.2012;2.0;1;4;0;-1;0;3;15.8667;0.389504;125.31255;0.344546;603;0;120;907;1027
479;23.04.2012;;1;4;0;1;1;2;12.8667;0.301125;115.00005;0.303496;512;1;195;3019;3214
480;24.04.2012;2.0;1;4;0;2;1;1;16.5333;0.405283;68.12505;0.249383;621;1;518;5115;5633
481;25.04.2012;2.0;1;4;0;3;1;1;19.0667;0.470317;64.18755;0.118792;636;0;655;5541;6196
482;26.04.2012;2.0;1;4;0;4;1;2;19.9333;0.483583;;0.176625;946;0;475;4551;5026
485;29.04.2012;2.0;1;4;0;0;0;1;18.3333;0.450121;88.06245;0.116908;869;0;2229;4075;6304
486;30.04.2012;2.0;1;4;0;1;1;2;18.5667;0.457696;85.5;0.171638;628;0;665;4907;5572
488;02.05.2012;2.0;1;5;0;3;1;1;22.5667;0.537896;119.56245;0.138058;813;0;667;5502;6169
489;03.05.2012;2.0;1;5;0;4;1;2;22.4;0.537242;115.24995;0.133696;908;1;764;5657;6421
490;04.05.2012;2.0;1;5;0;5;1;1;25.1;0.590917;110.31255;0.162938;476;0;1069;5227;6296
491;05.05.2012;2.0;1;5;0;6;0;2;24.8667;0.584608;113.50005;0.152992;1007;0;2496;4387;6883
492;06.05.2012;2.0;1;5;0;0;0;2;22.5;0.546737;111.0;0.1498789999999999;527;0;2135;4224;6359
493;07.05.2012;2.0;1;5;0;1;1;2;21.5;0.527142;99.62505;0.230721;893;1;1008;5265;6273
494;08.05.2012;;1;5;0;2;1;2;23.2667;0.557471;102.87495;0.296029;596;0;738;4990;5728
495;09.05.2012;2.0;1;5;0;3;1;2;23.0;0.553025;111.62505;0.216412;571;0;620;4097;4717
496;10.05.2012;2.0;1;5;0;4;1;1;20.2333;0.4917829999999999;82.81245;0.314063;550;0;1026;5546;6572
497;11.05.2012;2.0;1;5;0;5;1;1;21.3333;0.520833;54.06255;0.2369369999999999;570;1;1319;5711;7030
498;12.05.2012;2.0;1;5;0;6;0;1;22.5667;0.544817;72.06255;0.1231329999999999;813;0;2622;4807;7429
500;14.05.2012;2.0;1;5;0;1;1;2;22.9333;0.5499;118.43745;0.212692;768;0;342;2501;2843
501;15.05.2012;2.0;1;5;0;2;1;2;24.4667;0.576404;119.18745;0.147392;779;0;625;4490;5115
502;16.05.2012;2.0;1;5;0;3;1;1;25.4667;0.595975;104.68755;0.122512;588;0;991;6433;7424
503;17.05.2012;2.0;1;5;0;4;1;1;23.7333;0.572613;78.0;0.229475;882;0;1242;6142;7384
504;18.05.2012;2.0;1;5;0;5;1;1;22.5667;0.551121;78.49995;0.136817;550;0;1521;6118;7639
505;19.05.2012;2.0;1;5;0;6;0;1;24.0;0.566908;68.4375;0.083975;1030;0;38061;4884;42945
506;20.05.2012;2.0;1;5;0;0;0;1;24.8333;0.583967;79.56255;0.254367;783;0;2704;4425;7129
507;21.05.2012;2.0;1;5;0;1;1;2;23.9333;0.565667;;0.233204;967;0;630;3729;4359
508;22.05.2012;2.0;1;5;0;2;1;2;24.6;0.580825;114.87495;0.118167;576;0;819;5254;6073
509;23.05.2012;2.0;1;5;0;3;1;2;24.8667;0.584612;116.18745;0.102;873;0;766;4494;5260
510;24.05.2012;;1;5;0;4;1;1;26.2;0.6067;107.50005;0.172896;706;0;1059;5711;6770
512;26.05.2012;2.0;1;5;0;6;0;1;27.7;0.642696;109.875;0.198992;869;0;2855;3681;6536
513;27.05.2012;2.0;1;5;0;0;0;1;27.6;0.641425;104.56245;0.215171;1005;0;3283;3308;6591
514;28.05.2012;2.0;1;5;1;1;0;1;28.5;0.6793;101.4375;0.196521;506;0;2557;3486;6043
515;29.05.2012;2.0;1;5;0;2;1;1;28.9;0.672992;102.68745;0.2954;598;1;880;4863;5743
516;30.05.2012;2.0;1;5;0;3;1;2;26.2667;0.611129;100.5;0.134329;595;0;745;6110;6855
517;31.05.2012;2.0;1;5;0;4;1;1;27.2;0.631329;73.93755;0.195279;986;0;1100;6238;7338
518;01.06.2012;;1;6;0;5;1;2;26.1667;0.607962;113.31255;0.237563;853;1;533;3594;4127
519;02.06.2012;2.0;1;6;0;6;0;1;23.3333;0.566288;82.37505;0.1865619999999999;743;0;2795;5325;8120
520;03.06.2012;2.0;1;6;0;0;0;1;24.1;0.575133;73.99995;0.184087;502;1;2494;5147;7641
521;04.06.2012;2.0;1;6;0;1;1;1;23.9;0.578283;73.06245;0.284833;860;0;1071;5927;6998
522;05.06.2012;2.0;1;6;0;2;1;2;21.6333;0.525892;91.99995;0.209575;831;0;968;6033;7001
523;06.06.2012;2.0;1;6;0;3;1;1;22.1667;0.542292;91.6875;0.077125;978;0;1027;6028;7055
524;07.06.2012;2.0;1;6;0;4;1;1;24.1;0.569442;;0.15735;537;0;1038;6456;7494
525;08.06.2012;2.0;1;6;0;5;1;1;25.9667;0.597862;70.18755;0.1753829999999999;968;0;1488;6248;7736
526;09.06.2012;2.0;1;6;0;6;0;1;28.4333;0.648367;65.56245;0.144287;593;0;2708;4790;7498
528;11.06.2012;2.0;1;6;0;1;1;2;28.8333;0.659721;88.18755;0.207713;907;0;1017;5647;6664
529;12.06.2012;2.0;1;6;0;2;1;2;26.1333;0.597875;124.99995;0.214546;777;0;477;4495;4972
530;13.06.2012;2.0;1;6;0;3;1;1;26.2333;0.611117;87.31245;0.343279;865;0;1173;6248;7421
532;15.06.2012;2.0;1;6;0;5;1;1;25.5667;0.599754;88.43745;0.176617;709;0;1563;6102;7665
533;16.06.2012;2.0;1;6;0;6;0;1;25.2667;0.594708;75.62505;0.166667;932;0;2963;4739;7702
534;17.06.2012;2.0;1;6;0;0;0;1;23.7;0.571975;89.8125;0.144904;615;0;2634;4344;6978
535;18.06.2012;2.0;1;6;0;1;1;2;22.7333;0.544842;116.68755;0.174746;711;0;653;4446;5099
536;19.06.2012;2.0;1;6;0;2;1;1;27.5333;0.654692;103.5;0.148017;826;1;968;5857;6825
537;20.06.2012;2.0;1;6;0;3;1;1;31.3;0.720975;88.81245;0.1138119999999999;772;0;872;5339;6211
538;21.06.2012;3.0;1;6;0;4;1;1;32.2333;0.752542;85.18755;0.1187869999999999;692;0;778;5127;5905
539;22.06.2012;3.0;1;6;0;5;1;1;31.1;0.724121;86.0625;0.182842;885;0;964;4859;5823
540;23.06.2012;3.0;1;6;0;6;0;1;29.2667;0.652792;80.18745;0.179721;978;1;2657;4801;7458
541;24.06.2012;3.0;1;6;0;0;0;1;29.7333;0.674254;71.87505;0.145525;731;0;2551;4340;6891
542;25.06.2012;3.0;1;6;0;1;1;1;28.6333;0.654042;75.62505;0.300383;932;1;1139;5640;6779
543;26.06.2012;3.0;1;6;0;2;1;1;25.2333;0.594704;55.99995;0.347642;683;0;1077;6365;7442
544;27.06.2012;3.0;1;6;0;3;1;1;27.9;0.640792;54.0;0.271775;897;0;1077;6258;7335
545;28.06.2012;3.0;1;6;0;4;1;1;29.9667;0.675512;63.375;0.17165;772;0;921;5958;6879
546;29.06.2012;3.0;1;6;0;5;1;1;33.3667;0.786613;73.3125;0.165417;600;0;829;4634;5463
548;01.07.2012;3.0;1;7;0;0;0;1;32.6333;0.750629;;0.1685289999999999;860;1;1421;4110;5531
550;03.07.2012;3.0;1;7;0;2;1;1;31.2333;0.70265;73.81245;0.126237;790;0;1052;5608;6660
551;04.07.2012;3.0;1;7;1;3;0;1;31.5667;0.732337;80.8125;0.13495;702;0;2562;4841;7403
553;06.07.2012;3.0;1;7;0;5;1;1;33.1333;0.752533;67.62495;0.146142;797;0;1366;4841;6207
554;07.07.2012;3.0;1;7;0;6;0;1;34.4667;0.804913;73.81245;0.163554;834;0;1448;3392;4840
557;10.07.2012;;1;7;0;2;1;2;28.8333;0.664796;100.125;0.1517369999999999;516;1;954;5336;6290
558;11.07.2012;3.0;1;7;0;3;1;1;28.6667;0.650271;94.99995;0.1517329999999999;707;0;975;6289;7264
560;13.07.2012;3.0;1;7;0;5;1;2;29.2667;0.667933;72.87495;0.08085;500;0;1511;5988;7499
561;14.07.2012;3.0;1;7;0;6;0;2;28.1333;0.666042;104.87505;0.143679;809;0;2355;4614;6969
562;15.07.2012;;1;7;0;0;0;1;29.8333;0.705196;107.68755;0.166667;690;1;1920;4111;6031
563;16.07.2012;;1;7;0;1;1;1;30.5333;0.724125;96.75;0.164187;639;0;1088;5742;6830
564;17.07.2012;3.0;1;7;0;2;1;1;32.7333;0.755683;75.87495;0.114429;809;0;921;5865;6786
565;18.07.2012;3.0;1;7;0;3;1;1;31.7333;0.745583;86.56245;0.137442;977;0;799;4914;5713
566;19.07.2012;3.0;1;7;0;4;1;1;30.8;0.714642;90.06255;0.165429;602;0;888;5703;6591
567;20.07.2012;3.0;1;7;0;5;1;2;26.6333;0.613025;126.62505;0.208967;685;0;747;5123;5870
568;21.07.2012;3.0;1;7;0;6;0;3;23.8333;0.549912;129.81255;0.2133;839;0;1264;3195;4459
570;23.07.2012;3.0;1;7;0;1;1;1;29.6667;0.690017;104.12505;0.138683;603;0;1135;5831;6966
572;25.07.2012;3.0;1;7;0;3;1;1;28.9667;0.654054;67.5;0.1648;789;1;1383;6790;8173
573;26.07.2012;3.0;1;7;0;4;1;1;31.0667;0.739263;89.50005;0.284813;1012;0;1036;5825;6861
574;27.07.2012;3.0;1;7;0;5;1;1;31.2667;0.734217;89.18745;0.152992;948;0;1259;5645;6904
575;28.07.2012;3.0;1;7;0;6;0;1;30.2333;0.697604;91.99995;0.15735;508;0;2234;4451;6685
576;29.07.2012;3.0;1;7;0;0;0;1;28.8667;0.667933;93.5625;0.170396;523;0;2153;4444;6597
578;31.07.2012;3.0;1;7;0;2;1;1;28.5333;0.662896;105.62505;0.165425;864;0;968;6248;7216
581;03.08.2012;3.0;1;8;0;5;1;2;30.6333;0.722867;96.375;0.215792;937;1;1328;5847;7175
582;04.08.2012;3.0;1;8;0;6;0;1;31.7333;0.751267;91.99995;0.257458;606;0;2345;4479;6824
584;06.08.2012;3.0;1;8;0;1;1;2;30.1;0.710246;98.12505;0.129354;861;1;1233;5780;7013
585;07.08.2012;3.0;1;8;0;2;1;2;29.4333;0.697621;105.5625;0.116908;714;0;1278;5995;7273
587;09.08.2012;3.0;1;8;0;4;1;1;30.2333;0.699508;93.06255;0.1561;1006;1;1196;6090;7286
588;10.08.2012;3.0;1;8;0;5;1;2;28.6333;0.667942;107.37495;0.238813;733;0;1065;4721;5786
